Links,Scraped
https://www.psycopg.org/docs/,True
https://www.psycopg.org/docs/faq.html,True
https://www.psycopg.org/docs/tz.html,True
https://www.psycopg.org/docs/module.html,True
https://www.psycopg.org/docs/extensions.html,True
https://www.psycopg.org/docs/sql.html,True
https://www.psycopg.org/docs/advanced.html,True
https://www.psycopg.org/docs/errors.html,True
https://www.psycopg.org/docs/errorcodes.html,True
https://www.psycopg.org/docs/connection.html,True
https://www.psycopg.org/docs/index.html,True
https://www.psycopg.org/docs/extras.html,True
https://www.psycopg.org/docs/install.html,True
https://www.psycopg.org/docs,True
https://www.psycopg.org/docs/usage.html,True
https://www.psycopg.org/docs/pool.html,True
https://www.psycopg.org/docs/cursor.html,True
